date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:50	2512/2512	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:54:50%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Ftools%2Ffluke-infrared-thermometers-review%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embeda37f	(from https://energyzedworld.com/tools/fluke-infrared-thermometers-review/)
18:54:51	7704/7704	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:54:51%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/1834	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/1834.json	(from https://energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/)
18:54:51	912/912	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/feed/index.html	(from https://energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/)
18:54:51	2323/2323	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:54:51%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Ftools%2Ffluke-376-fc-clamp-meter-review%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embedc949.json	(from https://energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/)
18:54:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:54:51%20GMT	https://energyzedworld.com/?p=1834	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/indexe6fd.html	(from https://energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/)
18:54:54	2502/2502	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:54:52%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Ftools%2Ffluke-376-fc-clamp-meter-review%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embedb933	(from https://energyzedworld.com/tools/fluke-376-fc-clamp-meter-review/)
18:54:55	188385/188385	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:54:54%20GMT	https://energyzedworld.com/advisory/how-to-use-biogas-to-power-your-vehicle/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/how-to-use-biogas-to-power-your-vehicle/index.html	(from https://energyzedworld.com/how-to/page/3/)
18:54:56	180002/180002	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:54:54%20GMT	https://energyzedworld.com/tools/compressed-air-supply-installation-the-unseen-cost-of-installation-mistakes/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/tools/compressed-air-supply-installation-the-unseen-cost-of-installation-mistakes/index.html	(from https://energyzedworld.com/how-to/page/3/)
18:54:56	210904/210904	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:54:54%20GMT	https://energyzedworld.com/advisory/35-mind-blowing-diy-for-plastic-bags-and-bottles-recycling/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/35-mind-blowing-diy-for-plastic-bags-and-bottles-recycling/index.html	(from https://energyzedworld.com/how-to/page/3/)
18:54:57	181903/181903	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:54:55%20GMT	https://energyzedworld.com/advisory/achieving-savings-through-cloud-based-measurement-verification/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/achieving-savings-through-cloud-based-measurement-verification/index.html	(from https://energyzedworld.com/how-to/page/3/)
18:54:58	8818/8818	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:54:56%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/2836	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/2836.json	(from https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/)
18:54:59	215427/215427	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:54:57%20GMT	https://energyzedworld.com/advisory/become-licensed-energy-auditor-kenya/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/become-licensed-energy-auditor-kenya/index.html	(from https://energyzedworld.com/how-to/page/3/)
18:54:59	178702/178702	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:54:57%20GMT	https://energyzedworld.com/advisory/6-steps-to-complying-with-the-erc-energy-regulations/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/6-steps-to-complying-with-the-erc-energy-regulations/index.html	(from https://energyzedworld.com/how-to/page/3/)
18:54:59	1006/1006	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/feed/index.html	(from https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/)
18:54:59	2424/2424	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:54:59%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fadvisory%2Fhow-to-improve-the-overall-performance-of-fan-systems%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed2a64.json	(from https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/)
18:55:00	2603/2603	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:00%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fadvisory%2Fhow-to-improve-the-overall-performance-of-fan-systems%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embedc08e	(from https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/)
18:55:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:00%20GMT	https://energyzedworld.com/?p=2836	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index8dfa.html	(from https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/)
18:55:01	30539/30539	---M--	200	added ('OK')	image/jpeg	etag:%225f4df53c-774b%22	https://energyzedworld.com/wp-content/uploads/2020/09/pic2.jpg	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-content/uploads/2020/09/pic2.jpg	(from https://energyzedworld.com/advisory/how-to-improve-the-overall-performance-of-fan-systems/)
18:55:01	7132/7132	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:01%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/2829	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/2829.json	(from https://energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/)
18:55:01	986/986	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/feed/index.html	(from https://energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/)
18:55:02	2417/2417	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:02%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-save-the-environment-while-shopping-online%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embedf2b0.json	(from https://energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/)
18:55:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:02%20GMT	https://energyzedworld.com/?p=2829	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/indexe46b.html	(from https://energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/)
18:55:02	2596/2596	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:02%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-save-the-environment-while-shopping-online%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embede60a	(from https://energyzedworld.com/how-to/how-to-save-the-environment-while-shopping-online/)
18:55:03	9391/9391	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:03%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/2567	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/2567.json	(from https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/)
18:55:03	1487/1487	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/feed/index.html	(from https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/)
18:55:03	2419/2419	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:03%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-save-money-energy-in-your-retail-store%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed9e7c.json	(from https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/)
18:55:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:04%20GMT	https://energyzedworld.com/?p=2567	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index8ce6.html	(from https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/)
18:55:04	2595/2595	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:04%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-save-money-energy-in-your-retail-store%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed0b27	(from https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/)
18:55:05	14446/14446	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:05%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/2229	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/2229.json	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:05	970/970	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/feed/index.html	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:06	181845/181845	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:05%20GMT	https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/?replytocom=741	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/index7a8e.html	(from https://energyzedworld.com/how-to/how-to-save-money-energy-in-your-retail-store/)
18:55:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:06%20GMT	https://energyzedworld.com/?p=2229	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index3d15.html	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:06	2395/2395	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:05%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-achieve-energy-efficiency-in-hospitals%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed9ea2.json	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:06	2574/2574	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:06%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-achieve-energy-efficiency-in-hospitals%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed6570	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:07	66979/66979	---M--	200	added ('OK')	image/jpeg	etag:%225e3ac698-105a3%22	https://energyzedworld.com/wp-content/uploads/2020/02/bars.jpg	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-content/uploads/2020/02/bars.jpg	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:08%20GMT	https://energyzedworld.com/uncategorized/clean-energy-lesson-from-my-uncle-my-biogas-experience/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/uncategorized/clean-energy-lesson-from-my-uncle-my-biogas-experience/index.html	(from https://energyzedworld.com/how-to/how-to-achieve-energy-efficiency-in-hospitals/)
18:55:08	926/926	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/advisory/how-to-conserve-energy-in-schools/feed/index.html	(from https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/)
18:55:08	12344/12344	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:08%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/2142	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/2142.json	(from https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/)
18:55:09	2343/2343	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:09%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fadvisory%2Fhow-to-conserve-energy-in-schools%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed6971.json	(from https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/)
18:55:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:09%20GMT	https://energyzedworld.com/?p=2142	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index1fe5.html	(from https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/)
18:55:09	2522/2522	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:09%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fadvisory%2Fhow-to-conserve-energy-in-schools%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed67a3	(from https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/)
18:55:10	6989/6989	---M--	200	added ('OK')	image/png	etag:%225e2a8728-1b4d%22	https://energyzedworld.com/wp-content/uploads/2020/01/building.png	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-content/uploads/2020/01/building.png	(from https://energyzedworld.com/advisory/how-to-conserve-energy-in-schools/)
18:55:11	966/966	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/feed/index.html	(from https://energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/)
18:55:11	6829/6829	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:11%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/2118	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/2118.json	(from https://energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/)
18:55:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:12%20GMT	https://energyzedworld.com/?p=2118	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index06c3.html	(from https://energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/)
18:55:12	2392/2392	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:12%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-be-energy-efficient-during-a-vacation%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embedc2a5.json	(from https://energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/)
18:55:15	2571/2571	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:13%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fhow-to%2Fhow-to-be-energy-efficient-during-a-vacation%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed397c	(from https://energyzedworld.com/how-to/how-to-be-energy-efficient-during-a-vacation/)
18:55:16	173540/173540	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:15%20GMT	https://energyzedworld.com/energy-industry-news/page/4/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/energy-industry-news/page/4/index.html	(from https://energyzedworld.com/energy-industry-news/page/3/)
18:55:16	182673/182673	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:15%20GMT	https://energyzedworld.com/energy-industry-news/the-world-energy-day-2022-theme-insights/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/energy-industry-news/the-world-energy-day-2022-theme-insights/index.html	(from https://energyzedworld.com/energy-industry-news/page/3/)
18:55:17	184254/184254	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:15%20GMT	https://energyzedworld.com/energy-industry-news/what-energyzed-discussions-are-happening-in-the-space-of-the-world-energy-day-celebrations-2021/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/energy-industry-news/what-energyzed-discussions-are-happening-in-the-space-of-the-world-energy-day-celebrations-2021/index.html	(from https://energyzedworld.com/energy-industry-news/page/3/)
18:55:17	6646/6646	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:16%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/3585	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/3585.json	(from https://energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/)
18:55:17	994/994	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/feed/index.html	(from https://energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/)
18:55:17	2422/2422	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:17%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fenergy-industry-news%2Fthe-emergence-of-nutritional-extruded-snacks%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed9915.json	(from https://energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/)
18:55:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:17%20GMT	https://energyzedworld.com/?p=3585	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/index8ab7.html	(from https://energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/)
18:55:18	2601/2601	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:18%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fenergy-industry-news%2Fthe-emergence-of-nutritional-extruded-snacks%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed6f03	(from https://energyzedworld.com/energy-industry-news/the-emergence-of-nutritional-extruded-snacks/)
18:55:18	15680/15680	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:18%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/3542	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/3542.json	(from https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/)
18:55:19	1094/1094	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/feed/index.html	(from https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/)
18:55:19	2554/2554	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:19%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fenergy-industry-news%2Fenergy-efficient-technologies-for-promotion-of-food-security-in-kenya%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embed1f84.json	(from https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/)
18:55:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Sep%202025%2015:55:19%20GMT	https://energyzedworld.com/?p=3542	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/indexf719.html	(from https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/)
18:55:19	2733/2733	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Sep%202025%2015:55:19%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fenergy-industry-news%2Fenergy-efficient-technologies-for-promotion-of-food-security-in-kenya%2F&format=xml	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embedf5e8	(from https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/)
18:55:21	96533/96533	---M--	200	added ('OK')	image/jpeg	etag:%2264380331-17915%22	https://energyzedworld.com/wp-content/uploads/2023/04/CEREAL-BLOG-1024x470.jpg	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-content/uploads/2023/04/CEREAL-BLOG-1024x470.jpg	(from https://energyzedworld.com/energy-industry-news/energy-efficient-technologies-for-promotion-of-food-security-in-kenya/)
18:55:22	169869/169869	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:21%20GMT	https://energyzedworld.com/events/page/4/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/events/page/4/index.html	(from https://energyzedworld.com/events/page/3/)
18:55:22	181356/181356	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:21%20GMT	https://energyzedworld.com/events/unveiling-the-world-energy-day-2020-theme/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/events/unveiling-the-world-energy-day-2020-theme/index.html	(from https://energyzedworld.com/events/page/3/)
18:55:23	193162/193162	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:21%20GMT	https://energyzedworld.com/events/energy-professional-round-tables-a-growing-movement-for-energy-change/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/events/energy-professional-round-tables-a-growing-movement-for-energy-change/index.html	(from https://energyzedworld.com/events/page/3/)
18:55:23	181834/181834	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:22%20GMT	https://energyzedworld.com/events/whats-in-store-for-world-energy-day-2019/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/events/whats-in-store-for-world-energy-day-2019/index.html	(from https://energyzedworld.com/events/page/3/)
18:55:23	7755/7755	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:22%20GMT	https://energyzedworld.com/wp-json/wp/v2/posts/3377	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/wp/v2/posts/3377.json	(from https://energyzedworld.com/energy-financial-calculator/energy-saving-in-gypsum-decoration/)
18:55:24	179283/179283	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Sep%202025%2015:55:23%20GMT	https://energyzedworld.com/events/world-energy-day-2019-topics/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/events/world-energy-day-2019-topics/index.html	(from https://energyzedworld.com/events/page/3/)
18:55:24	968/968	---MC-	200	added ('OK')	application/rss+xml	etag:%22b0d767d9d39381d181e7441893bcf8e0%22	https://energyzedworld.com/energy-financial-calculator/energy-saving-in-gypsum-decoration/feed/	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/energy-financial-calculator/energy-saving-in-gypsum-decoration/feed/index.html	(from https://energyzedworld.com/energy-financial-calculator/energy-saving-in-gypsum-decoration/)
18:55:24	2388/2388	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Sep%202025%2015:55:24%20GMT	https://energyzedworld.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenergyzedworld.com%2Fenergy-financial-calculator%2Fenergy-saving-in-gypsum-decoration%2F	C:/My%20Web%20Sites/eenovators-v6/energyzedworld.com/wp-json/oembed/1.0/embeda911.json	(from https://energyzedworld.com/energy-financial-calculator/energy-saving-in-gypsum-decoration/)
